Numero_Processo;Numero_Registro_Oferta;Tipo_Oferta;Tipo_Ativo;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Nome_Vendedor;CNPJ_Ofertante;Nome_Ofertante;Rito_Oferta;Modalidade_Oferta;Modalidade_Registro;Modalidade_Dispensa_Registro;Data_Abertura_Processo;Data_Protocolo;Data_Dispensa_Oferta;Data_Registro_Oferta;Data_Inicio_Oferta;Data_Encerramento_Oferta;Emissao;Classe_Ativo;Serie;Especie_Ativo;Forma_Ativo;Data_Emissao;Data_Vencimento;Quantidade_Sem_Lote_Suplementar;Quantidade_No_Lote_Suplementar;Quantidade_Total;Preco_Unitario;Valor_Total;Oferta_Inicial;Oferta_Incentivo_Fiscal;Oferta_Regime_Fiduciario;Tipo_Societario_Emissor;Ultimo_Comunicado;Data_Comunicado;Nr_Pessoa_Fisica;Qtd_Pessoa_Fisica;Nr_Clube_Investimento;Qtd_Clube_Investimento;Nr_Fundos_Investimento;Qtd_Fundos_Investimento;Nr_Entidade_Previdencia_Privada;Qtd_Entidade_Previdencia_Privada;Nr_Companhia_Seguradora;Qtd_Companhia_Seguradora;Nr_Investidor_Estrangeiro;Qtd_Investidor_Estrangeiro;Nr_Instit_Intermed_Partic_Consorcio_Distrib;Qtd_Instit_Intermed_Partic_Consorcio_Distrib;Nr_Instit_Financ_Emissora_Partic_Consorcio;Qtd_Instit_Financ_Emissora_Partic_Consorcio;Nr_Demais_Instit_Financ;Qtd_Demais_Instit_Financ;Nr_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtd_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Nr_Demais_Pessoa_Juridica;Qtd_Demais_Pessoa_Juridica;Nr_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdt_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Nr_Outros;Qtd_Outros;Qtd_Cli_Pessoa_Fisica;Qtd_Cli_Pessoa_Juridica;Qtd_Cli_Pessoa_Juridica_Ligada_Adm;QtD_Cli_Demais_Pessoa_Juridica;Qtd_Cli_Investidor_Estrangeiro;Qtd_Cli_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
RJ-1999-1004;CVM/SRE/CRI/1999/001;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.105.040/0001-23;CIBRASEC - CIA BRAS DE SECURIT;;;;02.105.040/0001-23;CIBRASEC - CIA BRAS DE SECURIT;ICVM 400 (com registro);Registrada;Concedido;;1999-04-14;;;1999-09-29;;1999-07-12;;;1;;ESCRITURAL;;2001-01-12;35.0;0.0;35.0;311428.6;10900001.0;;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-141;CVM/SRE/RFI/1999/001;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;02.007.147/0001-39;FDO JK INV IMOB;61.033.106/0001-86;BPN BRASIL BANCO MULTIPLO S.A.;;61.033.106/0001-86;ITAU BANKERS TRUST BCO INV SA;ICVM 400 (com registro);Registrada;Concedido;;1999-01-15;;;1999-03-18;;1999-09-14;;;1;;ESCRITURAL;1998-08-19;;561748.0;0.0;561748.0;1.25;699999.8;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-141;CVM/SRE/RFI/1999/001;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;02.007.147/0001-39;FDO JK INV IMOB;61.033.106/0001-86;BPN BRASIL BANCO MULTIPLO S.A.;;61.033.106/0001-86;ITAU BANKERS TRUST BCO INV SA;ICVM 400 (com registro);Registrada;Concedido;;1999-01-15;;;1999-03-18;;1999-09-14;;;2;;ESCRITURAL;1998-08-19;;160499.0;0.0;160499.0;1.25;199999.41;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-141;CVM/SRE/RFI/1999/001;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;02.007.147/0001-39;FDO JK INV IMOB;61.033.106/0001-86;BPN BRASIL BANCO MULTIPLO S.A.;;61.033.106/0001-86;ITAU BANKERS TRUST BCO INV SA;ICVM 400 (com registro);Registrada;Concedido;;1999-01-15;;;1999-03-18;;1999-09-14;;;3;;ESCRITURAL;1998-08-19;;240750.0;0.0;240750.0;1.25;300000.98;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-141;CVM/SRE/RFI/1999/001;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;02.007.147/0001-39;FDO JK INV IMOB;61.033.106/0001-86;BPN BRASIL BANCO MULTIPLO S.A.;;61.033.106/0001-86;ITAU BANKERS TRUST BCO INV SA;ICVM 400 (com registro);Registrada;Concedido;;1999-01-15;;;1999-03-18;;1999-09-14;;;4;;ESCRITURAL;1998-08-19;;240750.0;0.0;240750.0;1.25;300000.98;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1767;CVM/SRE/CRI/1999/002;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;;;;;;02.105.040/0001-23;CIBRASEC - CIA BRAS DE SECURIT;ICVM 400 (com registro);Registrada;Concedido;;1999-06-07;;;1999-09-29;;1999-11-01;;;2;;ESCRITURAL;;2001-04-30;5.0;0.0;5.0;400000.0;2000000.0;;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;1;;NOMINATIVA;1999-04-01;;16502000.0;0.0;16502000.0;1.0;16502000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;10;;NOMINATIVA;1999-04-01;;2583000.0;0.0;2583000.0;1.0;2583000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;11;;NOMINATIVA;1999-04-01;;2668000.0;0.0;2668000.0;1.0;2668000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;12;;NOMINATIVA;1999-04-01;;3179000.0;0.0;3179000.0;1.0;3179000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;13;;NOMINATIVA;1999-04-01;;4670000.0;0.0;4670000.0;1.0;4670000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;2;;NOMINATIVA;1999-04-01;;3541000.0;0.0;3541000.0;1.0;3541000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;3;;NOMINATIVA;1999-04-01;;2881000.0;0.0;2881000.0;1.0;2881000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;4;;NOMINATIVA;1999-04-01;;3359000.0;0.0;3359000.0;1.0;3359000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;5;;NOMINATIVA;1999-04-01;;4371000.0;0.0;4371000.0;1.0;4371000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;6;;NOMINATIVA;1999-04-01;;3562000.0;0.0;3562000.0;1.0;3562000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;7;;NOMINATIVA;1999-04-01;;1968000.0;0.0;1968000.0;1.0;1968000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;8;;NOMINATIVA;1999-04-01;;2587000.0;0.0;2587000.0;1.0;2587000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1905;CVM/SRE/RFI/1999/004;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;50.585.090/0001-06;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;FUNDO INVEST. IMOB. CAMPUS DE GRANDE FLORIANOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-18;;;1999-08-27;;2000-02-23;;;9;;NOMINATIVA;1999-04-01;;3222000.0;0.0;3222000.0;1.0;3222000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-1924;CVM/SRE/RFI/1999/003;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;15.114.366/0001-69;BANCO BOCOM BBM S.A.;;;FUNDO INVEST IMOB BANCO BBM BARRA FIRST CLASS;ICVM 400 (com registro);Registrada;Concedido;;1999-06-23;;;1999-08-20;;2000-02-16;;;;;NOMINATIVA;1999-08-20;;375.0;0.0;375.0;10000.0;3750000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3544;CVM/SRE/RFI/1999/005;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;;;FUNDO FINANCIAL CENTER  INVEST IMOBILIARIO;ICVM 400 (com registro);Registrada;Concedido;;1999-08-23;;;1999-10-21;;2000-04-18;;;;;ESCRITURAL;;;18650000.0;0.0;18650000.0;1.0;18650000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3606;CVM/SRE/RFI/1999/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;;;FDO FINANCIAL CENTER II;ICVM 400 (com registro);Registrada;Concedido;;1999-08-25;;;1999-10-21;;2000-04-18;;;;;ESCRITURAL;;;20160000.0;0.0;20160000.0;1.0;20160000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3607;CVM/SRE/RFI/1999/007;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;;;FDO FINANCIAL CENTER II;ICVM 400 (com registro);Registrada;Concedido;;1999-08-25;;;1999-10-21;;2000-04-18;;;;;ESCRITURAL;;;20160000.0;0.0;20160000.0;1.0;20160000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3608;CVM/SRE/RFI/1999/008;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;;;FDO FINANCIAL CENTER II;ICVM 400 (com registro);Registrada;Concedido;;1999-08-25;;;1999-10-21;;2000-04-18;;;;;ESCRITURAL;;;20160000.0;0.0;20160000.0;1.0;20160000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3609;CVM/SRE/RFI/1999/009;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;;;FDO FINANCIAL CENTER II;ICVM 400 (com registro);Registrada;Concedido;;1999-08-25;;;1999-10-21;;2000-04-18;;;;;ESCRITURAL;;;20160000.0;0.0;20160000.0;1.0;20160000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-3932;CVM/SRE/CRI/1999/003;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;;;;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;ICVM 400 (com registro);Registrada;Concedido;;1999-09-01;;;2000-01-07;;2000-03-01;;;1;;ESCRITURAL;;2001-09-01;25.0;0.0;25.0;400000.0;10000000.0;;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-4922;CVM/SRE/RFI/1999/014;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;97.447.304/0001-33;MOMENTO DTVM LTDA;;01.356.517/0001-80;LAGRA FDO INV IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-10-13;;;1999-12-21;;2000-06-18;;;;;NOMINATIVA;1999-08-31;;13165.0;0.0;13165.0;1367.22;17999451.3;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5047;CVM/SRE/RFI/1999/013;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;78.632.767/0001-20;OURIBANK S.A. BANCO MULTIPLO;;;FDO INVEST IMOB SHOPPING PATIO HIGIENOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-10-18;;;1999-11-18;;2000-05-16;;;;;ESCRITURAL;1999-10-08;;100000.0;0.0;100000.0;100.0;10000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5168;CVM/SRE/RFI/1999/010;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;78.632.767/0001-20;OURIBANK S.A. BANCO MULTIPLO;;;FII SHOPPING PATIO HIGIENOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-10-19;;;1999-11-18;;2000-05-16;;;;;ESCRITURAL;1999-10-08;;100000.0;0.0;100000.0;100.0;10000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5169;CVM/SRE/RFI/1999/011;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;78.632.767/0001-20;OURIBANK S.A. BANCO MULTIPLO;;;FII SHOPPING PATIO HIGIENOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-10-19;;;1999-11-18;;2000-05-16;;;;;ESCRITURAL;1999-10-08;;100000.0;0.0;100000.0;100.0;10000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5170;CVM/SRE/RFI/1999/012;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;78.632.767/0001-20;OURIBANK S.A. BANCO MULTIPLO;;;FII SHOPPING PATIO HIGIENOPOLIS;ICVM 400 (com registro);Registrada;Concedido;;1999-10-19;;;1999-11-18;;2000-05-16;;;;;ESCRITURAL;1999-10-08;;100000.0;0.0;100000.0;100.0;10000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5542;CVM/SRE/RFI/1999/015;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;82.016.270/0001-55;UP FINANÇAS E NEGÓCIOS S.A.;;;FDO INVEST IMOB NOVA MORADA;ICVM 400 (com registro);Registrada;Concedido;;1999-11-12;;;1999-12-23;;2000-06-20;;;;;ESCRITURAL;1999-11-01;;8200.0;0.0;8200.0;1000.0;8200000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5666;CVM/SRE/CRI/1999/004;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;;;;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;ICVM 400 (com registro);Registrada;Concedido;;1999-11-23;;;2000-03-14;;1999-12-31;;;2;;ESCRITURAL;;2010-11-23;250.0;0.0;250.0;400000.0;100000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-5925;CVM/SRE/RFI/2000/001;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;33.644.196/0001-06;BANCO FATOR S/A;;;FUNDO INVEST. IMOB. FATOR RIO OFICE PARK;ICVM 400 (com registro);Registrada;Concedido;;1999-12-13;;;2000-02-22;;2000-08-20;;;;;NOMINATIVA;1999-11-25;;51671.0;0.0;51671.0;638.66;33000392.04;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-6092;CVM/SRE/CRI/1999/005;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;;;;02.105.040/0001-23;CIBRASEC COMPANHIA BRASILEIRA DE SE;ICVM 400 (com registro);Registrada;Concedido;;1999-12-27;;;2000-04-04;;2000-04-27;;;3;;ESCRITURAL;;2002-12-27;125.0;0.0;125.0;400000.0;50000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-6109;CVM/SRE/RFI/2000/003;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;82.016.270/0001-55;UP FINANÇAS E NEGÓCIOS S.A.;;;FUNDO INV. IMOB.  C & D ESTACAO PLAZA SHOW;ICVM 400 (com registro);Registrada;Concedido;;1999-12-29;;;2000-05-02;;2000-10-29;;;;;ESCRITURAL;1999-12-01;;1040.0;0.0;1040.0;474.34;493313.6;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-927;CVM/SRE/RFI/1999/002;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;60.701.190/0001-04;ITAU UNIBANCO S.A.;;;FUNDO JK  INVEST IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-04-05;;;1999-06-30;;1999-12-27;;;1;;NOMINATIVA;1999-01-26;;2954157.0;0.0;2954157.0;1.08;3200001.95;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-927;CVM/SRE/RFI/1999/002;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;60.701.190/0001-04;ITAU UNIBANCO S.A.;;;FUNDO JK  INVEST IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-04-05;;;1999-06-30;;1999-12-27;;;2;;NOMINATIVA;1999-01-26;;923174.0;0.0;923174.0;1.08;1000000.54;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-927;CVM/SRE/RFI/1999/002;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;60.701.190/0001-04;ITAU UNIBANCO S.A.;;;FUNDO JK  INVEST IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-04-05;;;1999-06-30;;1999-12-27;;;3;;NOMINATIVA;1999-01-26;;923174.0;0.0;923174.0;1.08;1000000.54;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-927;CVM/SRE/RFI/1999/002;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;60.701.190/0001-04;ITAU UNIBANCO S.A.;;;FUNDO JK  INVEST IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-04-05;;;1999-06-30;;1999-12-27;;;4;;NOMINATIVA;1999-01-26;;738539.0;0.0;738539.0;1.08;800000.21;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-1999-927;CVM/SRE/RFI/1999/002;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;60.701.190/0001-04;ITAU UNIBANCO S.A.;;;FUNDO JK  INVEST IMOB;ICVM 400 (com registro);Registrada;Concedido;;1999-04-05;;;1999-06-30;;1999-12-27;;;5;;NOMINATIVA;1999-01-26;;461587.0;0.0;461587.0;1.08;500000.27;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;1;;ESCRITURAL;2000-03-30;;45985.0;0.0;45985.0;100.0;4598500.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;10;;ESCRITURAL;2000-03-30;;2323.0;0.0;2323.0;100.0;232300.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;11;;ESCRITURAL;2000-03-30;;1549.0;0.0;1549.0;100.0;154900.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;12;;ESCRITURAL;2000-03-30;;1549.0;0.0;1549.0;100.0;154900.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;13;;ESCRITURAL;2000-03-30;;1549.0;0.0;1549.0;100.0;154900.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;14;;ESCRITURAL;2000-03-30;;2623.0;0.0;2623.0;100.0;262300.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2000-1554;CVM/SRE/RFI/2000/006;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;FUNDO DE INVEST. IMOB. TECH TOWN -  PREDIO 60;ICVM 400 (com registro);Registrada;Concedido;;2000-04-07;;;2000-05-26;;2000-11-22;;;15;;ESCRITURAL;2000-03-30;;558.0;0.0;558.0;100.0;55800.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
